numeropedido,data emissao,data entrega prevista,data entrada,codigofornecedor,fornecedor,cidade fornecedor,total itens,valor bruto total itens,situacao pedido,usuario,prazo,codigoprodutoitem,descricao produto,qtd pedido item,qtd bonificacao item,qtd pendente item,preco unitario item,qtd falta item,qtd faturada item,valor desconto item,valor bruto item,valor liquido item,preco unitario liquido item,tipo produto,mes,ano,status pedido,tipo fornecedor
53,14/02/2025,03/03/2025,28/02/2025,28,LABOR IMPORT,ITAJAI,4,24470.0,fechado pedido chegou,WARLEY,28/35/42/49,538,CATETER INTRAVENOSO 24G C/ 50 UN UN,20000,0,0,0.77,20000.0,0,0.0,15400.0,15400.0,0.77,MATERIAL HOSPITALAR,2,2025,recebido,externo
29,17/01/2025,30/01/2025,28/01/2025,246,CIRURGICA FERNANDES,SANTANA DE PARNAIBA,44,151736.09,fechado pedido chegou,WARLEY,30/45/60,539,CURATIVO BLOOD STOP CURE AID COR DA PELE UN,50,0,0,14.23,50.0,0,0.0,711.5,711.5,14.23,MATERIAL HOSPITALAR,1,2025,recebido,externo
160,16/04/2025,16/04/2025,28/04/2025,14,VALFARMA,FORTALEZA,43,61064.97,fechado pedido chegou,YAGO,20/30/40/50/60,549,SONDA FOLEY 2 VIAS N.16 30CC UN,80,0,0,3.5,80.0,0,0.0,280.0,280.0,3.5,MATERIAL HOSPITALAR,4,2025,recebido,interno
80,12/03/2025,25/03/2025,26/03/2025,246,CIRURGICA FERNANDES,SANTANA DE PARNAIBA,38,121763.64,fechado pedido chegou,WARLEY,30/45/60,560,"SONDA ENDOTRAQUEAL C/BALAO N.9,5MM UN",10,0,0,3.4,10.0,0,0.0,34.0,34.0,3.4,MATERIAL HOSPITALAR,3,2025,recebido,externo
44,31/01/2025,20/02/2025,11/02/2025,57,MEDSONDA,FOZ DO IGUACU,10,3845.5,fechado pedido chegou,WARLEY,28/35/42,564,SONDA ASP.TRAQUEAL 10FR UN,2000,0,0,0.47,2000.0,0,0.0,940.0,940.0,0.47,MATERIAL HOSPITALAR,1,2025,recebido,externo
90,19/03/2025,23/04/2025,31/03/2025,490,INOVAMED,ERECHIM,2,8871.0,fechado pedido chegou,WARLEY,28,578,"FLUMAZENIL 0,1MG/ML 5ML GEN (C1) AMP",1500,0,0,5.2,1500.0,0,0.0,7800.0,7800.0,5.2,MEDICAMENTOS,3,2025,recebido,externo
152,14/04/2025,14/04/2025,28/04/2025,211,OLIMED,BLUMENAU,1,8640.0,fechado pedido chegou,NATALIA,28/35/42,583,EQUIPO MACROGOTAS LUER LOCK C/INJETOR LATERAL COMPLETO UN,12000,0,0,0.72,12000.0,0,0.0,8640.0,8640.0,0.72,MATERIAL HOSPITALAR,4,2025,recebido,externo
35,24/01/2025,14/02/2025,14/02/2025,211,OLIMED,BLUMENAU,6,50960.0,fechado pedido chegou,WARLEY,28/35/42/49,586,LUVA NITRILICA S/PO AZUL M CX 100 CX,200,0,0,16.4,0.0,200,0.0,3280.0,3280.0,16.4,MATERIAL HOSPITALAR,1,2025,recebido,externo
80,12/03/2025,25/03/2025,26/03/2025,246,CIRURGICA FERNANDES,SANTANA DE PARNAIBA,38,121763.64,fechado pedido chegou,WARLEY,30/45/60,593,"SONDA ENDOTRAQUEAL C/BALAO N.9,0MM UN",10,0,0,3.4,10.0,0,0.0,34.0,34.0,3.4,MATERIAL HOSPITALAR,3,2025,recebido,externo
55,12/02/2025,19/03/2025,07/03/2025,8,MEDIX,GARUVA,4,47000.0,fechado pedido chegou,WARLEY,28/35/42/49,616,"LUVA CIR. ESTERIL 8,0 UN",5000,0,0,1.0,5000.0,0,0.0,5000.0,5000.0,1.0,MATERIAL HOSPITALAR,2,2025,recebido,externo
86,19/03/2025,31/03/2025,09/04/2025,246,CIRURGICA FERNANDES,SANTANA DE PARNAIBA,20,31528.47,fechado pedido chegou,WARLEY,30/45/60,619,DRENO P/SUCCAO SANFONADO 3.2MM (VITALSUC) 500ML (N) UN,20,0,0,19.1,20.0,0,0.0,382.0,382.0,19.1,MATERIAL HOSPITALAR,3,2025,recebido,externo
86,19/03/2025,31/03/2025,09/04/2025,246,CIRURGICA FERNANDES,SANTANA DE PARNAIBA,20,31528.47,fechado pedido chegou,WARLEY,30/45/60,620,DRENO P/SUCCAO SANFONADO 6.4MM (VITALSUC) 500ML (N) UN,20,0,0,19.1,20.0,0,0.0,382.0,382.0,19.1,MATERIAL HOSPITALAR,3,2025,recebido,externo
170,14/04/2025,15/04/2025,29/04/2025,284,BELIEVE,FORTALEZA,5,4524.38,fechado pedido chegou,NATALIA,30/45,638,CURATIVO CIR.ALGODONADA 15CMX60CM C/01 UND LUIZA ENV,300,0,0,1.98,300.0,0,0.0,594.0,594.0,1.98,MATERIAL HOSPITALAR,4,2025,recebido,interno
116,24/04/2025,24/05/2025,,3,AMED S/A,CURVELO,7,116340.84,aguardando faturamento,NATALIA,40/50/60,640,"ATADURA CREPOM 10CM X 1,8M 13 FIOS JADE UN",1050,0,1050,5.0,0.0,0,0.0,5250.0,5250.0,5.0,MATERIAL HOSPITALAR,4,2025,entrega pendente,externo
14,08/01/2025,12/02/2025,10/02/2025,3,AMED S/A,CURVELO,3,7161.66,fechado pedido chegou,WARLEY,28/35/42/49,640,"ATADURA CREPOM 10CM X 1,8M 13 FIOS JADE UN",3600,0,0,0.42,3600.0,0,0.0,1505.88,1505.88,0.42,MATERIAL HOSPITALAR,1,2025,recebido,externo
8,30/01/2025,12/02/2025,10/02/2025,3,AMED S/A,CURVELO,5,50998.32,fechado pedido chegou,WARLEY,28/35/42/49,640,"ATADURA CREPOM 10CM X 1,8M 13 FIOS JADE UN",1800,0,0,0.4,1800.0,0,0.0,714.96,714.96,0.4,MATERIAL HOSPITALAR,1,2025,recebido,externo
14,08/01/2025,12/02/2025,10/02/2025,3,AMED S/A,CURVELO,3,7161.66,fechado pedido chegou,WARLEY,28/35/42/49,641,"ATADURA CREPOM 15CM X 1,8M 13 FIOS JADE UN",5400,0,0,0.6,5400.0,0,0.0,3222.18,3222.18,0.6,MATERIAL HOSPITALAR,1,2025,recebido,externo
116,24/04/2025,24/05/2025,,3,AMED S/A,CURVELO,7,116340.84,aguardando faturamento,NATALIA,40/50/60,641,"ATADURA CREPOM 15CM X 1,8M 13 FIOS JADE UN",1500,0,1500,7.5,0.0,0,0.0,11250.0,11250.0,7.5,MATERIAL HOSPITALAR,4,2025,entrega pendente,externo
118,24/04/2025,24/05/2025,,3,AMED S/A,CURVELO,1,37500.0,aguardando faturamento,NATALIA,40/50/60,641,"ATADURA CREPOM 15CM X 1,8M 13 FIOS JADE UN",5000,0,5000,7.5,0.0,0,0.0,37500.0,37500.0,7.5,MATERIAL HOSPITALAR,4,2025,entrega pendente,externo
117,24/04/2025,24/05/2025,,3,AMED S/A,CURVELO,1,4845.0,aguardando faturamento,NATALIA,40/50/60,642,"ATADURA CREPOM 20CM X 1,8M 13 FIOS JADE UN",510,0,510,9.5,0.0,0,0.0,4845.0,4845.0,9.5,MATERIAL HOSPITALAR,4,2025,entrega pendente,externo
116,24/04/2025,24/05/2025,,3,AMED S/A,CURVELO,7,116340.84,aguardando faturamento,NATALIA,40/50/60,642,"ATADURA CREPOM 20CM X 1,8M 13 FIOS JADE UN",510,0,510,9.5,0.0,0,0.0,4845.0,4845.0,9.5,MATERIAL HOSPITALAR,4,2025,entrega pendente,externo
176,29/04/2025,29/05/2025,,3,AMED S/A,CURVELO,1,4166.5,aguardando faturamento,WARLEY,28/35,642,"ATADURA CREPOM 20CM X 1,8M 13 FIOS JADE UN",5000,0,5000,0.83,0.0,0,0.0,4166.5,4166.5,0.83,MATERIAL HOSPITALAR,4,2025,entrega pendente,externo
17,09/01/2025,29/01/2025,29/01/2025,365,EMBRAST,ITAJAI,4,179550.0,fechado pedido chegou,WARLEY,28/35/42/49/56/63/70,645,LUVA DE PROCEDIMENTO.(M) C/100 CX,4000,0,0,18.9,0.0,4000,0.0,75600.0,75600.0,18.9,MATERIAL HOSPITALAR,1,2025,recebido,externo
63,04/03/2025,25/03/2025,20/03/2025,365,EMBRAST,ITAJAI,4,180600.0,fechado pedido chegou,WARLEY,28/35/42/49/56/63/70,645,LUVA DE PROCEDIMENTO.(M) C/100 CX,4000,0,0,17.2,4000.0,0,0.0,68800.0,68800.0,17.2,MATERIAL HOSPITALAR,3,2025,recebido,externo
63,04/03/2025,25/03/2025,20/03/2025,365,EMBRAST,ITAJAI,4,180600.0,fechado pedido chegou,WARLEY,28/35/42/49/56/63/70,646,LUVA DE PROCEDIMENTO.(P) C/100 CX,4000,0,0,17.2,4000.0,0,0.0,68800.0,68800.0,17.2,MATERIAL HOSPITALAR,3,2025,recebido,externo
133,09/04/2025,10/04/2025,28/04/2025,217,BIOFARMACE,FORTALEZA,4,1990.9,fechado pedido chegou,NATALIA,30,648,"FIO ABS PGA 1 AG1/2 CIL4,0-70CM CX C/36 CX",2,0,0,330.0,2.0,0,0.0,660.0,660.0,330.0,MATERIAL HOSPITALAR,4,2025,recebido,interno
102,10/04/2025,10/04/2025,22/04/2025,588,ALPHA MEDICAMENTOS,EUSEBIO,5,6828.4,fechado pedido chegou,NATALIA,30,649,"LUVA CIR. ESTERIL 6,5 UN",300,0,0,1.76,300.0,0,0.0,528.0,528.0,1.76,MATERIAL HOSPITALAR,4,2025,recebido,externo
77,21/03/2025,10/04/2025,27/03/2025,332,CIRURGICA MONTEBELLO,RECIFE,9,29986.0,fechado pedido chegou,WARLEY,28/35/42,654,ROCURONIO 10MG/ML INJ FA 5ML CX C/25 (UNIREZ) CX,400,0,0,10.9,400.0,0,0.0,4360.0,4360.0,10.9,MEDICAMENTOS,3,2025,recebido,externo
29,17/01/2025,30/01/2025,28/01/2025,246,CIRURGICA FERNANDES,SANTANA DE PARNAIBA,44,151736.09,fechado pedido chegou,WARLEY,30/45/60,656,EQUIPO FOTOSSENSIVEL MACROGOTAS LUER LOCK UN,100,0,0,3.4,100.0,0,0.0,340.0,340.0,3.4,MATERIAL HOSPITALAR,1,2025,recebido,externo
69,05/03/2025,05/04/2025,18/03/2025,178,MAXI CONFORT,SANTANA DE PARNAIBA,3,14549.36,fechado pedido chegou,WARLEY,42/49/56,657,FRALDA DESC. GERIAT XG C/07 PC,616,0,0,9.71,616.0,0,0.0,5981.36,5981.36,9.71,MATERIAL HOSPITALAR,3,2025,recebido,externo
102,10/04/2025,10/04/2025,22/04/2025,588,ALPHA MEDICAMENTOS,EUSEBIO,5,6828.4,fechado pedido chegou,NATALIA,30,657,FRALDA DESC. GERIAT XG C/07 PC,60,0,0,11.19,60.0,0,0.0,671.4,671.4,11.19,MATERIAL HOSPITALAR,4,2025,recebido,externo
145,15/04/2025,15/04/2025,28/04/2025,588,ALPHA MEDICAMENTOS,EUSEBIO,2,1595.4,fechado pedido chegou,NATALIA,30,657,FRALDA DESC. GERIAT XG C/07 PC,60,0,0,11.19,60.0,0,0.0,671.4,671.4,11.19,MATERIAL HOSPITALAR,4,2025,recebido,externo
88,21/03/2025,23/04/2025,03/04/2025,246,CIRURGICA FERNANDES,SANTANA DE PARNAIBA,4,23088.22,fechado pedido chegou,WARLEY,30/45/60,658,TAMPA VEDANTE LUER LOCK/SLIP UN,150000,0,0,0.14,150000.0,0,0.0,20850.0,22882.88,0.14,MATERIAL HOSPITALAR,3,2025,recebido,externo
52,17/02/2025,01/03/2025,27/02/2025,246,CIRURGICA FERNANDES,SANTANA DE PARNAIBA,28,119478.1,fechado pedido chegou,WARLEY,30/45/60,658,TAMPA VEDANTE LUER LOCK/SLIP UN,8000,0,0,0.13,8000.0,0,0.0,1040.0,1040.0,0.13,MATERIAL HOSPITALAR,2,2025,recebido,externo
29,17/01/2025,30/01/2025,28/01/2025,246,CIRURGICA FERNANDES,SANTANA DE PARNAIBA,44,151736.09,fechado pedido chegou,WARLEY,30/45/60,658,TAMPA VEDANTE LUER LOCK/SLIP UN,5000,0,0,0.14,5000.0,0,0.0,685.0,685.0,0.14,MATERIAL HOSPITALAR,1,2025,recebido,externo
50,29/01/2025,15/02/2025,17/02/2025,547,CONQUISTA DIST. MED. E PROD. HOSP. LTDA,BALNEARIO CAMBORIU,7,21590.0,fechado pedido chegou,WARLEY,28/35/42,663,DIAZEPAM 5MG/ML 2ML AMP,2000,0,0,0.7,2000.0,0,0.0,1400.0,1400.0,0.7,MEDICAMENTOS,1,2025,recebido,externo
164,09/04/2025,10/04/2025,28/04/2025,284,BELIEVE,FORTALEZA,8,5212.0,fechado pedido chegou,NATALIA,30/45/60,663,DIAZEPAM 5MG/ML 2ML AMP,600,0,0,0.99,600.0,0,0.0,594.0,594.0,0.99,MEDICAMENTOS,4,2025,recebido,interno
78,13/03/2025,10/04/2025,28/03/2025,266,HOSPDROGAS,APARECIDA DE GOIANIA,5,23610.0,fechado pedido chegou,WARLEY,30/40/50,664,PREDNISONA 20MG CPR (GEN) CPR,2000,0,0,0.18,2000.0,0,0.0,364.0,364.0,0.18,MEDICAMENTOS,3,2025,recebido,externo
50,29/01/2025,15/02/2025,17/02/2025,547,CONQUISTA DIST. MED. E PROD. HOSP. LTDA,BALNEARIO CAMBORIU,7,21590.0,fechado pedido chegou,WARLEY,28/35/42,667,HIDROCORTISONA 100MG IV/IM INJ(CORTISONAL) - UNIAO QUIMICA (+) FA,3000,0,0,2.94,3000.0,0,0.0,8820.0,8820.0,2.94,MEDICAMENTOS,1,2025,recebido,externo
76,14/03/2025,01/04/2025,04/04/2025,409,STOCK MED,SANTA CRUZ DO SUL,16,184059.0,fechado pedido chegou,WARLEY,30/37/44/51/58/65/72,667,HIDROCORTISONA 100MG IV/IM INJ(CORTISONAL) - UNIAO QUIMICA (+) FA,1500,0,0,3.2,1500.0,0,0.0,4800.0,4800.0,3.2,MEDICAMENTOS,3,2025,recebido,externo
150,11/04/2025,11/04/2025,28/04/2025,217,BIOFARMACE,FORTALEZA,2,5382.3,fechado pedido chegou,NATALIA,28/35,668,TOUCA DESC. C/ELASTICO PC,30,0,0,7.41,30.0,0,0.0,222.3,222.3,7.41,MATERIAL HOSPITALAR,4,2025,recebido,interno
133,09/04/2025,10/04/2025,28/04/2025,217,BIOFARMACE,FORTALEZA,4,1990.9,fechado pedido chegou,NATALIA,30,668,TOUCA DESC. C/ELASTICO PC,40,0,0,7.41,40.0,0,0.0,296.4,296.4,7.41,MATERIAL HOSPITALAR,4,2025,recebido,interno
50,29/01/2025,15/02/2025,17/02/2025,547,CONQUISTA DIST. MED. E PROD. HOSP. LTDA,BALNEARIO CAMBORIU,7,21590.0,fechado pedido chegou,WARLEY,28/35/42,695,FUROSEMIDA 10MG/ML - 2ML (GEN) AMP,2000,0,0,0.76,2000.0,0,0.0,1520.0,1520.0,0.76,MEDICAMENTOS,1,2025,recebido,externo
22,10/01/2025,31/01/2025,27/01/2025,490,INOVAMED,ERECHIM,12,35545.8,fechado pedido chegou,WARLEY,28/35/42,695,FUROSEMIDA 10MG/ML - 2ML (GEN) AMP,1000,0,0,0.7,1000.0,0,0.0,700.0,700.0,0.7,MEDICAMENTOS,1,2025,recebido,externo
39,27/01/2025,13/02/2025,10/02/2025,31,HIPOLABOR,MONTES CLAROS,7,36621.5,fechado pedido chegou,WARLEY,30/45/60/75,698,MIDAZOLAM 5MG/10ML (GEN) B1 AMP,2400,0,0,1.83,2400.0,0,0.0,4392.0,4392.0,1.83,MEDICAMENTOS,1,2025,recebido,externo
160,16/04/2025,16/04/2025,28/04/2025,14,VALFARMA,FORTALEZA,43,61064.97,fechado pedido chegou,YAGO,20/30/40/50/60,698,MIDAZOLAM 5MG/10ML (GEN) B1 AMP,700,0,0,3.6,700.0,0,0.0,2520.0,2520.0,3.6,MEDICAMENTOS,4,2025,recebido,interno
179,16/04/2025,17/04/2025,30/04/2025,24,REPIFARMA,FORTALEZA,7,3526.01,fechado pedido chegou,NATALIA,30,698,MIDAZOLAM 5MG/10ML (GEN) B1 AMP,300,0,0,3.35,300.0,0,0.0,1005.0,1005.0,3.35,MEDICAMENTOS,4,2025,recebido,interno
50,29/01/2025,15/02/2025,17/02/2025,547,CONQUISTA DIST. MED. E PROD. HOSP. LTDA,BALNEARIO CAMBORIU,7,21590.0,fechado pedido chegou,WARLEY,28/35/42,699,NOREPINEFRINA 2MG/ML 4ML AMP,2000,0,0,1.67,2000.0,0,0.0,3340.0,3340.0,1.67,MEDICAMENTOS,1,2025,recebido,externo
75,12/03/2025,30/03/2025,27/03/2025,547,CONQUISTA DIST. MED. E PROD. HOSP. LTDA,BALNEARIO CAMBORIU,8,120450.0,fechado pedido chegou,WARLEY,30/45/60/75,699,NOREPINEFRINA 2MG/ML 4ML AMP,5000,0,0,1.5,5000.0,0,0.0,7500.0,7500.0,1.5,MEDICAMENTOS,3,2025,recebido,externo
150,11/04/2025,11/04/2025,28/04/2025,217,BIOFARMACE,FORTALEZA,2,5382.3,fechado pedido chegou,NATALIA,28/35,703,BUTIL ESCOP. + DIPIRONA MON. (GEN) AMP 5ML AMP,3000,0,0,1.72,3000.0,0,0.0,5160.0,5160.0,1.72,MEDICAMENTOS,4,2025,recebido,interno
134,23/04/2025,24/04/2025,28/04/2025,14,VALFARMA,FORTALEZA,5,2603.0,fechado pedido chegou,YAGO,20/30,704,DEXMEDETOMIDINA 100 MCG/ML 2ML (EXTODIN) FR,60,0,0,10.0,60.0,0,0.0,600.0,600.0,10.0,MEDICAMENTOS,4,2025,recebido,interno
160,16/04/2025,16/04/2025,28/04/2025,14,VALFARMA,FORTALEZA,43,61064.97,fechado pedido chegou,YAGO,20/30/40/50/60,712,CEFEPIMA 2G. FR,100,0,0,16.85,100.0,0,0.0,1685.0,1685.0,16.85,MEDICAMENTOS,4,2025,recebido,interno
160,16/04/2025,16/04/2025,28/04/2025,14,VALFARMA,FORTALEZA,43,61064.97,fechado pedido chegou,YAGO,20/30/40/50/60,714,VITAMINA C (ACIDO ASCORBICO) 500MG 5ML AMP,500,0,0,0.95,500.0,0,0.0,476.0,476.0,0.95,MEDICAMENTOS,4,2025,recebido,interno
172,09/04/2025,15/04/2025,29/04/2025,441,MAXXI DISTRIBUIDORA,SENADOR POMPEU,8,8495.7,fechado pedido chegou,NATALIA,30/45,714,VITAMINA C (ACIDO ASCORBICO) 500MG 5ML AMP,500,0,0,0.89,500.0,0,0.0,445.0,445.0,0.89,MEDICAMENTOS,4,2025,recebido,externo
22,10/01/2025,31/01/2025,27/01/2025,490,INOVAMED,ERECHIM,12,35545.8,fechado pedido chegou,WARLEY,28/35/42,715,ANLODIPINO 5MG CPR,5000,0,0,0.02,5000.0,0,0.0,125.0,125.0,0.02,MEDICAMENTOS,1,2025,recebido,externo
78,13/03/2025,10/04/2025,28/03/2025,266,HOSPDROGAS,APARECIDA DE GOIANIA,5,23610.0,fechado pedido chegou,WARLEY,30/40/50,716,VITAMINA K 10MG/ML (FITOMENADIONA) - 1ML AMP,3000,0,0,2.6,3000.0,0,0.0,7800.0,7800.0,2.6,MEDICAMENTOS,3,2025,recebido,externo
82,17/03/2025,18/03/2025,18/03/2025,441,MAXXI DISTRIBUIDORA,SENADOR POMPEU,7,60737.15,fechado pedido chegou,WARLEY,30/45/60,717,HIDROCORTISONA 100MG FA (ARISCORTEN) FR,2000,0,0,2.83,2000.0,0,0.0,5660.0,5660.0,2.83,MEDICAMENTOS,3,2025,recebido,externo
22,10/01/2025,31/01/2025,27/01/2025,490,INOVAMED,ERECHIM,12,35545.8,fechado pedido chegou,WARLEY,28/35/42,718,LIDOCAINA 2% S/VASO 5ML AMP,300,0,0,1.15,300.0,0,0.0,345.0,345.0,1.15,MEDICAMENTOS,1,2025,recebido,externo
77,21/03/2025,10/04/2025,27/03/2025,332,CIRURGICA MONTEBELLO,RECIFE,9,29986.0,fechado pedido chegou,WARLEY,28/35/42,723,CIMETIDINA 150MG/ML 2ML (HYCIMET) AMP,2000,0,0,1.04,2000.0,0,0.0,2080.0,2080.0,1.04,MEDICAMENTOS,3,2025,recebido,externo
50,29/01/2025,15/02/2025,17/02/2025,547,CONQUISTA DIST. MED. E PROD. HOSP. LTDA,BALNEARIO CAMBORIU,7,21590.0,fechado pedido chegou,WARLEY,28/35/42,723,CIMETIDINA 150MG/ML 2ML (HYCIMET) AMP,1000,0,0,1.02,1000.0,0,0.0,1020.0,1020.0,1.02,MEDICAMENTOS,1,2025,recebido,externo
82,17/03/2025,18/03/2025,18/03/2025,441,MAXXI DISTRIBUIDORA,SENADOR POMPEU,7,60737.15,fechado pedido chegou,WARLEY,30/45/60,725,OXACILINA 500MG INJ. F/A (OXANON) FA,3000,0,0,3.99,3000.0,0,0.0,11970.0,11970.0,3.99,MEDICAMENTOS,3,2025,recebido,externo
48,14/02/2025,05/03/2025,27/02/2025,409,STOCK MED,SANTA CRUZ DO SUL,13,38191.9,fechado pedido chegou,WARLEY,28/35/42/49/56,729,VASOPRESSINA 20 U/ML 1ML (ENCRISE) AMP,100,0,0,24.23,100.0,0,0.0,2423.0,2423.0,24.23,MEDICAMENTOS,2,2025,recebido,externo
77,21/03/2025,10/04/2025,27/03/2025,332,CIRURGICA MONTEBELLO,RECIFE,9,29986.0,fechado pedido chegou,WARLEY,28/35/42,729,VASOPRESSINA 20 U/ML 1ML (ENCRISE) AMP,300,0,0,27.87,300.0,0,0.0,8361.0,8361.0,27.87,MEDICAMENTOS,3,2025,recebido,externo
160,16/04/2025,16/04/2025,28/04/2025,14,VALFARMA,FORTALEZA,43,61064.97,fechado pedido chegou,YAGO,20/30/40/50/60,731,CATETER INTRAVENOSO C/DISP SEG 24G. UN,1500,0,0,2.7,1500.0,0,0.0,4050.0,4050.0,2.7,MATERIAL HOSPITALAR,4,2025,recebido,interno
52,17/02/2025,01/03/2025,27/02/2025,246,CIRURGICA FERNANDES,SANTANA DE PARNAIBA,28,119478.1,fechado pedido chegou,WARLEY,30/45/60,732,SERINGA DESC. 03ML S/AG LUER LOCK UN,50000,0,0,0.1,50000.0,0,0.0,5000.0,5000.0,0.1,MATERIAL HOSPITALAR,2,2025,recebido,externo
178,29/04/2025,29/05/2025,,246,CIRURGICA FERNANDES,SANTANA DE PARNAIBA,24,192714.48,aguardando faturamento,NATALIA,30/45/60,732,SERINGA DESC. 03ML S/AG LUER LOCK UN,50000,0,50000,0.1,0.0,0,0.0,5045.0,5045.0,0.1,MATERIAL HOSPITALAR,4,2025,entrega pendente,externo
72,06/03/2025,15/03/2025,12/03/2025,168,VIC PHARMA,TAQUARITINGA,11,38371.44,fechado pedido chegou,WARLEY,30/45/60,734,DETERGENTE ENZIMATICO (PRATICZYME) 5LT GL,76,0,0,52.8,76.0,0,0.0,4012.8,4012.8,52.8,MEDICAMENTOS,3,2025,recebido,externo
101,17/04/2025,30/04/2025,02/05/2025,168,VIC PHARMA,TAQUARITINGA,16,83569.0,fechado pedido chegou,NATALIA,30/45/60,734,DETERGENTE ENZIMATICO (PRATICZYME) 5LT GL,100,0,0,52.8,0.0,100,0.0,5280.0,5280.0,52.8,MEDICAMENTOS,4,2025,recebido,externo
95,25/03/2025,25/04/2025,03/04/2025,168,VIC PHARMA,TAQUARITINGA,1,2895.6,fechado pedido chegou,WARLEY,28/35/42,734,DETERGENTE ENZIMATICO (PRATICZYME) 5LT GL,60,0,0,48.26,60.0,0,0.0,2895.6,2895.6,48.26,MEDICAMENTOS,3,2025,recebido,externo
141,16/04/2025,16/04/2025,28/04/2025,596,GRUPO NOVA,FORTALEZA,2,1946.35,fechado pedido chegou,NATALIA,30,738,CAPTOPRIL 25MG CX C/30 CPR,67,0,0,8.6,67.0,0,453.18,576.2,123.02,1.84,MEDICAMENTOS,4,2025,recebido,interno
115,03/04/2025,05/04/2025,28/04/2025,410,NOVA MED DISTRIBUIDORA LTDA,FORTALEZA,10,10931.77,fechado pedido chegou,NATALIA,30/60,738,CAPTOPRIL 25MG CX C/30 CPR,50,0,0,8.6,50.0,0,338.19,430.0,91.81,1.84,MEDICAMENTOS,4,2025,recebido,interno
160,16/04/2025,16/04/2025,28/04/2025,14,VALFARMA,FORTALEZA,43,61064.97,fechado pedido chegou,YAGO,20/30/40/50/60,739,ONDANSETRONA 8MG/4ML AMP,1200,0,0,1.39,1200.0,0,0.0,1663.2,1663.2,1.39,MEDICAMENTOS,4,2025,recebido,interno
103,23/04/2025,30/04/2025,,168,VIC PHARMA,TAQUARITINGA,3,5400.0,fechado pedido chegou,NATALIA,30/45/60,740,AGUA OXIGENADA 10 VOL 1LT LT,48,0,0,4.5,0.0,48,0.0,216.0,216.0,4.5,MEDICAMENTOS,4,2025,entrega pendente,externo
101,17/04/2025,30/04/2025,02/05/2025,168,VIC PHARMA,TAQUARITINGA,16,83569.0,fechado pedido chegou,NATALIA,30/45/60,740,AGUA OXIGENADA 10 VOL 1LT LT,120,0,0,4.6,0.0,120,0.0,552.0,552.0,4.6,MEDICAMENTOS,4,2025,recebido,externo
60,18/02/2025,28/02/2025,25/02/2025,168,VIC PHARMA,TAQUARITINGA,14,45673.08,fechado pedido chegou,WARLEY,28/35/42,740,AGUA OXIGENADA 10 VOL 1LT LT,120,0,0,5.11,120.0,0,0.0,613.2,613.2,5.11,MEDICAMENTOS,2,2025,recebido,externo
54,13/02/2025,01/03/2025,21/02/2025,221,CEPALAB,SAO JOSE DA LAPA,2,6759.07,fechado pedido chegou,WARLEY,30/60/90,742,TIRAS TESTE GLICOSE SANGUE (MEDISIGN) CX,425,0,0,15.5,425.0,0,0.0,6587.5,6587.5,15.5,MATERIAL HOSPITALAR,2,2025,recebido,externo
54,13/02/2025,01/03/2025,21/02/2025,221,CEPALAB,SAO JOSE DA LAPA,2,6759.07,fechado pedido chegou,WARLEY,30/60/90,743,APARELHO GLICEMIA  (MEDISIG) UN,21,0,0,8.17,21.0,0,0.0,171.57,171.57,8.17,MATERIAL HOSPITALAR,2,2025,recebido,externo
155,09/04/2025,10/04/2025,28/04/2025,222,OMNIELMASTER,FORTALEZA,1,4300.0,fechado pedido chegou,NATALIA,30/60,746,CATETER CENTRAL DUPLO LUMEN 7FR X 20CM UN,100,0,0,43.0,100.0,0,0.0,4300.0,4300.0,43.0,MATERIAL HOSPITALAR,4,2025,recebido,interno
157,11/04/2025,11/04/2025,28/04/2025,14,VALFARMA,FORTALEZA,3,1284.4,fechado pedido chegou,NATALIA,30,750,FITA ADESIVA HOSP. 19MM X 50M BRANCA RL,20,0,0,4.65,20.0,0,0.0,93.0,93.0,4.65,MATERIAL HOSPITALAR,4,2025,recebido,interno
52,17/02/2025,01/03/2025,27/02/2025,246,CIRURGICA FERNANDES,SANTANA DE PARNAIBA,28,119478.1,fechado pedido chegou,WARLEY,30/45/60,761,SERINGA DESC. 05ML S/AG LUER SLIP UN,30000,0,0,0.12,30000.0,0,0.0,3600.0,3600.0,0.12,MATERIAL HOSPITALAR,2,2025,recebido,externo
163,09/04/2025,09/05/2025,28/04/2025,223,SELLENE MATRIZ,FORTALEZA,4,2720.4,fechado pedido chegou,NATALIA,30,764,ISOSOURCE SOYA 1 L (+) LT,24,0,0,21.02,24.0,0,0.0,504.48,504.48,21.02,PRODUTOS NATURAIS,4,2025,recebido,interno
127,04/04/2025,07/04/2025,28/04/2025,223,SELLENE MATRIZ,FORTALEZA,1,2017.92,fechado pedido chegou,NATALIA,30,764,ISOSOURCE SOYA 1 L (+) LT,96,0,0,21.02,96.0,0,0.0,2017.92,2017.92,21.02,PRODUTOS NATURAIS,4,2025,recebido,interno
130,23/04/2025,23/04/2025,28/04/2025,223,SELLENE MATRIZ,FORTALEZA,1,1261.2,fechado pedido chegou,NATALIA,30,764,ISOSOURCE SOYA 1 L (+) LT,60,0,0,21.02,60.0,0,0.0,1261.2,1261.2,21.02,PRODUTOS NATURAIS,4,2025,recebido,interno
